[2023-11-05T16:05:03.721-0800] {taskinstance.py:1083} INFO - Dependencies all met for <TaskInstance: source_extracting_dag.unzip_sales_data_task manual__2023-11-06T00:04:45.694105+00:00 [queued]>
[2023-11-05T16:05:03.725-0800] {taskinstance.py:1083} INFO - Dependencies all met for <TaskInstance: source_extracting_dag.unzip_sales_data_task manual__2023-11-06T00:04:45.694105+00:00 [queued]>
[2023-11-05T16:05:03.725-0800] {taskinstance.py:1279} INFO - 
--------------------------------------------------------------------------------
[2023-11-05T16:05:03.725-0800] {taskinstance.py:1280} INFO - Starting attempt 1 of 1
[2023-11-05T16:05:03.725-0800] {taskinstance.py:1281} INFO - 
--------------------------------------------------------------------------------
[2023-11-05T16:05:03.729-0800] {taskinstance.py:1300} INFO - Executing <Task(BashOperator): unzip_sales_data_task> on 2023-11-06 00:04:45.694105+00:00
[2023-11-05T16:05:03.731-0800] {standard_task_runner.py:55} INFO - Started process 91381 to run task
[2023-11-05T16:05:03.734-0800] {standard_task_runner.py:82} INFO - Running: ['airflow', 'tasks', 'run', 'source_extracting_dag', 'unzip_sales_data_task', 'manual__2023-11-06T00:04:45.694105+00:00', '--job-id', '113', '--raw', '--subdir', 'DAGS_FOLDER/source_extract_dag.py', '--cfg-path', '/var/folders/jh/g6c8fm7j3x148qd22mrgmrsw0000gn/T/tmpqh95ss8v']
[2023-11-05T16:05:03.735-0800] {standard_task_runner.py:83} INFO - Job 113: Subtask unzip_sales_data_task
[2023-11-05T16:05:03.757-0800] {task_command.py:388} INFO - Running <TaskInstance: source_extracting_dag.unzip_sales_data_task manual__2023-11-06T00:04:45.694105+00:00 [running]> on host anishs-air.lan
[2023-11-05T16:05:03.774-0800] {taskinstance.py:1507} INFO - Exporting the following env vars:
AIRFLOW_CTX_DAG_OWNER=airflow
AIRFLOW_CTX_DAG_ID=source_extracting_dag
AIRFLOW_CTX_TASK_ID=unzip_sales_data_task
AIRFLOW_CTX_EXECUTION_DATE=2023-11-06T00:04:45.694105+00:00
AIRFLOW_CTX_TRY_NUMBER=1
AIRFLOW_CTX_DAG_RUN_ID=manual__2023-11-06T00:04:45.694105+00:00
[2023-11-05T16:05:03.775-0800] {subprocess.py:63} INFO - Tmp dir root location: 
 /var/folders/jh/g6c8fm7j3x148qd22mrgmrsw0000gn/T
[2023-11-05T16:05:03.775-0800] {subprocess.py:75} INFO - Running command: ['/bin/bash', '-c', 'unzip /Users/anishmore/airflow/data/snowpark-example/end2end-sample-data/3-region-sales-data.zip -d /Users/anishmore/airflow/sources/']
[2023-11-05T16:05:03.778-0800] {subprocess.py:86} INFO - Output:
[2023-11-05T16:05:03.783-0800] {subprocess.py:93} INFO - Archive:  /Users/anishmore/airflow/data/snowpark-example/end2end-sample-data/3-region-sales-data.zip
[2023-11-05T16:05:03.849-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/sales/source=IN/format=csv/date=2020-01-16/order-20200116.csv
[2023-11-05T16:05:03.849-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/__MACOSX/sales/source=IN/format=csv/date=2020-01-16/._order-20200116.csv
[2023-11-05T16:05:03.849-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/sales/source=IN/format=csv/date=2020-01-29/order-20200129.csv
[2023-11-05T16:05:03.849-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/__MACOSX/sales/source=IN/format=csv/date=2020-01-29/._order-20200129.csv
[2023-11-05T16:05:03.850-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/sales/source=IN/format=csv/date=2020-01-17/order-20200117.csv
[2023-11-05T16:05:03.850-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/__MACOSX/sales/source=IN/format=csv/date=2020-01-17/._order-20200117.csv
[2023-11-05T16:05:03.851-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/sales/source=IN/format=csv/date=2020-01-28/order-20200128.csv
[2023-11-05T16:05:03.852-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/__MACOSX/sales/source=IN/format=csv/date=2020-01-28/._order-20200128.csv
[2023-11-05T16:05:03.853-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/sales/source=IN/format=csv/date=2020-01-10/order-20200110.csv
[2023-11-05T16:05:03.853-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/__MACOSX/sales/source=IN/format=csv/date=2020-01-10/._order-20200110.csv
[2023-11-05T16:05:03.855-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/sales/source=IN/format=csv/date=2020-01-26/order-20200126.csv
[2023-11-05T16:05:03.855-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/__MACOSX/sales/source=IN/format=csv/date=2020-01-26/._order-20200126.csv
[2023-11-05T16:05:03.856-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/sales/source=IN/format=csv/date=2020-01-19/order-20200119.csv
[2023-11-05T16:05:03.856-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/__MACOSX/sales/source=IN/format=csv/date=2020-01-19/._order-20200119.csv
[2023-11-05T16:05:03.858-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/sales/source=IN/format=csv/date=2020-01-21/order-20200121.csv
[2023-11-05T16:05:03.858-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/__MACOSX/sales/source=IN/format=csv/date=2020-01-21/._order-20200121.csv
[2023-11-05T16:05:03.859-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/sales/source=IN/format=csv/date=2020-01-07/order-20200107.csv
[2023-11-05T16:05:03.859-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/__MACOSX/sales/source=IN/format=csv/date=2020-01-07/._order-20200107.csv
[2023-11-05T16:05:03.861-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/sales/source=IN/format=csv/date=2020-01-09/order-20200109.csv
[2023-11-05T16:05:03.861-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/__MACOSX/sales/source=IN/format=csv/date=2020-01-09/._order-20200109.csv
[2023-11-05T16:05:03.862-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/sales/source=IN/format=csv/date=2020-01-31/order-20200131.csv
[2023-11-05T16:05:03.862-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/__MACOSX/sales/source=IN/format=csv/date=2020-01-31/._order-20200131.csv
[2023-11-05T16:05:03.864-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/sales/source=IN/format=csv/date=2020-01-30/order-20200130.csv
[2023-11-05T16:05:03.864-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/__MACOSX/sales/source=IN/format=csv/date=2020-01-30/._order-20200130.csv
[2023-11-05T16:05:03.865-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/sales/source=IN/format=csv/date=2020-01-08/order-20200108.csv
[2023-11-05T16:05:03.865-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/__MACOSX/sales/source=IN/format=csv/date=2020-01-08/._order-20200108.csv
[2023-11-05T16:05:03.866-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/sales/source=IN/format=csv/date=2020-01-01/order-20200101.csv
[2023-11-05T16:05:03.867-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/__MACOSX/sales/source=IN/format=csv/date=2020-01-01/._order-20200101.csv
[2023-11-05T16:05:03.868-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/sales/source=IN/format=csv/date=2020-01-06/order-20200106.csv
[2023-11-05T16:05:03.868-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/__MACOSX/sales/source=IN/format=csv/date=2020-01-06/._order-20200106.csv
[2023-11-05T16:05:03.870-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/sales/source=IN/format=csv/date=2020-01-24/order-20200124.csv
[2023-11-05T16:05:03.871-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/__MACOSX/sales/source=IN/format=csv/date=2020-01-24/._order-20200124.csv
[2023-11-05T16:05:03.872-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/sales/source=IN/format=csv/date=2020-01-23/order-20200123.csv
[2023-11-05T16:05:03.872-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/__MACOSX/sales/source=IN/format=csv/date=2020-01-23/._order-20200123.csv
[2023-11-05T16:05:03.873-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/sales/source=IN/format=csv/date=2020-01-15/order-20200115.csv
[2023-11-05T16:05:03.874-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/__MACOSX/sales/source=IN/format=csv/date=2020-01-15/._order-20200115.csv
[2023-11-05T16:05:03.875-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/sales/source=IN/format=csv/date=2020-01-12/order-20200112.csv
[2023-11-05T16:05:03.875-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/__MACOSX/sales/source=IN/format=csv/date=2020-01-12/._order-20200112.csv
[2023-11-05T16:05:03.877-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/sales/source=IN/format=csv/date=2020-01-13/order-20200113.csv
[2023-11-05T16:05:03.877-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/__MACOSX/sales/source=IN/format=csv/date=2020-01-13/._order-20200113.csv
[2023-11-05T16:05:03.878-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/sales/source=IN/format=csv/date=2020-01-14/order-20200114.csv
[2023-11-05T16:05:03.878-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/__MACOSX/sales/source=IN/format=csv/date=2020-01-14/._order-20200114.csv
[2023-11-05T16:05:03.880-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/sales/source=IN/format=csv/date=2020-01-22/order-20200122.csv
[2023-11-05T16:05:03.880-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/__MACOSX/sales/source=IN/format=csv/date=2020-01-22/._order-20200122.csv
[2023-11-05T16:05:03.882-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/sales/source=IN/format=csv/date=2020-01-25/order-20200125.csv
[2023-11-05T16:05:03.883-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/__MACOSX/sales/source=IN/format=csv/date=2020-01-25/._order-20200125.csv
[2023-11-05T16:05:03.884-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/sales/source=FR/format=json/date=2020-01-03/order-20200103.json
[2023-11-05T16:05:03.885-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/__MACOSX/sales/source=FR/format=json/date=2020-01-03/._order-20200103.json
[2023-11-05T16:05:03.886-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/sales/source=FR/format=json/date=2020-01-04/order-20200104.json
[2023-11-05T16:05:03.887-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/__MACOSX/sales/source=FR/format=json/date=2020-01-04/._order-20200104.json
[2023-11-05T16:05:03.888-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/sales/source=FR/format=json/date=2020-01-05/order-20200105.json
[2023-11-05T16:05:03.888-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/__MACOSX/sales/source=FR/format=json/date=2020-01-05/._order-20200105.json
[2023-11-05T16:05:03.891-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/sales/source=FR/format=json/date=2020-01-02/order-20200102.json
[2023-11-05T16:05:03.891-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/__MACOSX/sales/source=FR/format=json/date=2020-01-02/._order-20200102.json
[2023-11-05T16:05:03.893-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/sales/source=FR/format=json/date=2020-01-20/order-20200120.json
[2023-11-05T16:05:03.893-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/__MACOSX/sales/source=FR/format=json/date=2020-01-20/._order-20200120.json
[2023-11-05T16:05:03.895-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/sales/source=FR/format=json/date=2020-01-27/order-20200127.json
[2023-11-05T16:05:03.895-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/__MACOSX/sales/source=FR/format=json/date=2020-01-27/._order-20200127.json
[2023-11-05T16:05:03.896-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/sales/source=FR/format=json/date=2020-01-18/order-20200118.json
[2023-11-05T16:05:03.896-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/__MACOSX/sales/source=FR/format=json/date=2020-01-18/._order-20200118.json
[2023-11-05T16:05:03.897-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/sales/source=FR/format=json/date=2020-01-11/order-20200111.json
[2023-11-05T16:05:03.898-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/__MACOSX/sales/source=FR/format=json/date=2020-01-11/._order-20200111.json
[2023-11-05T16:05:03.899-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/sales/source=FR/format=json/date=2020-01-16/order-20200116.json
[2023-11-05T16:05:03.899-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/__MACOSX/sales/source=FR/format=json/date=2020-01-16/._order-20200116.json
[2023-11-05T16:05:03.901-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/sales/source=FR/format=json/date=2020-01-29/order-20200129.json
[2023-11-05T16:05:03.901-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/__MACOSX/sales/source=FR/format=json/date=2020-01-29/._order-20200129.json
[2023-11-05T16:05:03.903-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/sales/source=FR/format=json/date=2020-01-17/order-20200117.json
[2023-11-05T16:05:03.903-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/__MACOSX/sales/source=FR/format=json/date=2020-01-17/._order-20200117.json
[2023-11-05T16:05:03.905-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/sales/source=FR/format=json/date=2020-01-28/order-20200128.json
[2023-11-05T16:05:03.905-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/__MACOSX/sales/source=FR/format=json/date=2020-01-28/._order-20200128.json
[2023-11-05T16:05:03.907-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/sales/source=FR/format=json/date=2020-01-10/order-20200110.json
[2023-11-05T16:05:03.907-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/__MACOSX/sales/source=FR/format=json/date=2020-01-10/._order-20200110.json
[2023-11-05T16:05:03.909-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/sales/source=FR/format=json/date=2020-01-26/order-20200126.json
[2023-11-05T16:05:03.909-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/__MACOSX/sales/source=FR/format=json/date=2020-01-26/._order-20200126.json
[2023-11-05T16:05:03.910-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/sales/source=FR/format=json/date=2020-01-19/order-20200119.json
[2023-11-05T16:05:03.910-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/__MACOSX/sales/source=FR/format=json/date=2020-01-19/._order-20200119.json
[2023-11-05T16:05:03.912-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/sales/source=FR/format=json/date=2020-01-21/order-20200121.json
[2023-11-05T16:05:03.912-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/__MACOSX/sales/source=FR/format=json/date=2020-01-21/._order-20200121.json
[2023-11-05T16:05:03.914-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/sales/source=FR/format=json/date=2020-01-07/order-20200107.json
[2023-11-05T16:05:03.914-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/__MACOSX/sales/source=FR/format=json/date=2020-01-07/._order-20200107.json
[2023-11-05T16:05:03.916-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/sales/source=FR/format=json/date=2020-01-09/order-20200109.json
[2023-11-05T16:05:03.916-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/__MACOSX/sales/source=FR/format=json/date=2020-01-09/._order-20200109.json
[2023-11-05T16:05:03.918-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/sales/source=FR/format=json/date=2020-01-31/order-20200131.json
[2023-11-05T16:05:03.919-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/__MACOSX/sales/source=FR/format=json/date=2020-01-31/._order-20200131.json
[2023-11-05T16:05:03.921-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/sales/source=FR/format=json/date=2020-01-30/order-20200130.json
[2023-11-05T16:05:03.921-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/__MACOSX/sales/source=FR/format=json/date=2020-01-30/._order-20200130.json
[2023-11-05T16:05:03.923-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/sales/source=FR/format=json/date=2020-01-08/order-20200108.json
[2023-11-05T16:05:03.923-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/__MACOSX/sales/source=FR/format=json/date=2020-01-08/._order-20200108.json
[2023-11-05T16:05:03.925-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/sales/source=FR/format=json/date=2020-01-06/order-20200106.json
[2023-11-05T16:05:03.925-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/__MACOSX/sales/source=FR/format=json/date=2020-01-06/._order-20200106.json
[2023-11-05T16:05:03.926-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/sales/source=FR/format=json/date=2020-01-24/order-20200124.json
[2023-11-05T16:05:03.927-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/__MACOSX/sales/source=FR/format=json/date=2020-01-24/._order-20200124.json
[2023-11-05T16:05:03.929-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/sales/source=FR/format=json/date=2020-01-23/order-20200123.json
[2023-11-05T16:05:03.929-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/__MACOSX/sales/source=FR/format=json/date=2020-01-23/._order-20200123.json
[2023-11-05T16:05:03.931-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/sales/source=FR/format=json/date=2020-01-15/order-20200115.json
[2023-11-05T16:05:03.931-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/__MACOSX/sales/source=FR/format=json/date=2020-01-15/._order-20200115.json
[2023-11-05T16:05:03.933-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/sales/source=FR/format=json/date=2020-01-12/order-20200112.json
[2023-11-05T16:05:03.934-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/__MACOSX/sales/source=FR/format=json/date=2020-01-12/._order-20200112.json
[2023-11-05T16:05:03.936-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/sales/source=FR/format=json/date=2020-01-13/order-20200113.json
[2023-11-05T16:05:03.936-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/__MACOSX/sales/source=FR/format=json/date=2020-01-13/._order-20200113.json
[2023-11-05T16:05:03.938-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/sales/source=FR/format=json/date=2020-01-14/order-20200114.json
[2023-11-05T16:05:03.938-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/__MACOSX/sales/source=FR/format=json/date=2020-01-14/._order-20200114.json
[2023-11-05T16:05:03.939-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/sales/source=FR/format=json/date=2020-01-22/order-20200122.json
[2023-11-05T16:05:03.939-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/__MACOSX/sales/source=FR/format=json/date=2020-01-22/._order-20200122.json
[2023-11-05T16:05:03.940-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/sales/source=FR/format=json/date=2020-01-25/order-20200125.json
[2023-11-05T16:05:03.940-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/__MACOSX/sales/source=FR/format=json/date=2020-01-25/._order-20200125.json
[2023-11-05T16:05:03.942-0800] {subprocess.py:97} INFO - Command exited with return code 0
[2023-11-05T16:05:03.949-0800] {taskinstance.py:1318} INFO - Marking task as SUCCESS. dag_id=source_extracting_dag, task_id=unzip_sales_data_task, execution_date=20231106T000445, start_date=20231106T000503, end_date=20231106T000503
[2023-11-05T16:05:03.975-0800] {local_task_job.py:208} INFO - Task exited with return code 0
[2023-11-05T16:05:03.984-0800] {taskinstance.py:2578} INFO - 1 downstream tasks scheduled from follow-on schedule check
